user_id,item_id,rating
11239,1,5
11239,2,4
11239,3,5
11239,4,5
11239,5,5
11239,6,5
11239,7,2
5912,8,3
5912,9,5
5912,10,5
5912,11,5
5912,12,5
5912,13,5
5912,14,5
5912,15,4
5912,16,5
1200,17,4
1200,18,5
1200,19,5
1200,20,3
1200,21,4
1200,22,4
1200,23,5
1200,24,5
1200,25,3
1200,26,3
6263,27,5
6263,28,5
6263,29,5
6263,30,5
6263,31,4
6263,32,5
6263,33,5
6263,34,5
6263,35,5
6263,36,5
3583,37,1
3583,38,4
3583,39,4
3583,40,1
3583,41,1
3583,42,5
3062,43,5
3062,44,5
3062,45,5
3062,46,5
3062,47,5
3062,48,5
3062,49,5
3062,50,5
3062,51,4
3062,52,5
3062,53,5
3062,54,5
3062,55,5
3062,56,5
3062,57,3
3062,58,5
3062,59,5
3062,60,4
3062,61,5
3062,62,3
3062,63,5
3062,64,5
3062,65,5
3062,66,4
3062,67,2
3062,68,3
3062,69,5
3062,70,5
3062,71,3
3062,72,3
3062,73,5
3062,74,5
3062,75,5
3062,76,5
3516,77,5
3516,78,5
3516,79,5
3516,80,5
3516,81,5
3516,82,5
3516,29,3
3516,83,5
3516,84,5
3516,85,4
3516,86,5
3516,87,5
3516,88,5
3516,89,5
3516,90,5
11357,5,5
11357,91,5
11357,17,5
11357,92,4
11357,93,5
11357,94,4
11357,95,5
11357,96,5
11357,97,5
11357,98,5
11357,99,5
11357,100,5
11357,101,5
11357,102,3
11357,103,5
6691,104,4
6691,105,2
6691,106,4
6691,107,4
6691,108,4
6691,109,4
6691,110,4
6691,111,5
6691,112,3
6691,17,3
6691,113,4
6691,114,4
6691,115,4
6691,116,4
6691,117,2
6691,118,3
6691,119,5
7384,120,5
7384,121,5
7384,122,5
7384,123,4
7384,124,5
7384,90,4
7384,125,5
7384,126,4
7384,127,4
7384,128,3
7384,129,4
7384,130,5
9732,131,5
9732,132,5
9732,17,5
9732,133,5
9732,82,5
9732,134,5
9732,135,5
9732,136,5
9732,137,5
9732,138,5
9732,139,5
9732,140,5
9732,141,5
9732,142,5
9732,143,5
9732,144,5
9732,145,5
9732,146,5
9732,147,4
9732,148,5
9732,149,5
9732,150,5
9732,151,5
9732,152,5
9732,153,5
2,154,5
2,155,5
2,156,5
2,157,5
2,158,5
2,159,5
2,160,4
2,161,5
2,162,5
2,163,5
1299,164,3
1299,165,4
1299,166,4
1299,167,4
1299,168,3
1299,159,4
7947,169,5
7947,170,2
7947,171,5
7947,172,5
7947,173,5
7947,174,3
7947,175,1
7947,176,4
7947,168,5
7947,177,4
7947,159,5
7947,178,5
7947,179,5
7947,180,5
1045,181,5
1045,182,5
1045,159,5
1045,183,5
1045,184,5
1045,185,5
1045,186,5
1045,187,5
1045,188,3
1045,189,5
1045,190,3
1045,191,5
1045,192,5
1045,193,3
1045,194,5
1045,195,5
1045,120,5
1045,196,5
1045,197,4
1045,198,4
1045,199,5
1045,200,5
1045,201,5
1045,202,3
1045,203,1
1045,204,5
1045,205,5
1045,206,5
1045,207,5
1045,208,5
1045,209,5
1045,210,5
1045,211,5
1045,212,5
1045,213,5
1045,214,5
1045,215,5
1045,216,5
1045,217,5
1045,218,5
1045,219,5
1045,220,5
1045,221,4
1045,222,5
1045,58,5
1045,223,5
7174,224,5
7174,225,5
7174,226,5
7174,227,5
7174,228,3
7174,229,5
2453,230,5
2453,231,5
2453,232,5
2453,233,5
2453,234,4
2453,235,5
2453,159,5
2453,236,5
8895,237,5
8895,238,5
8895,239,4
8895,240,3
8895,241,5
8895,242,3
8895,243,3
8895,244,4
8895,245,3
8895,33,2
8895,246,2
8895,247,4
8895,248,4
8895,249,3
8895,250,5
8895,251,4
8895,252,3
8895,253,4
8895,254,4
8895,159,5
8895,255,3
8895,256,2
8895,257,3
6819,258,5
6819,159,5
6819,259,4
6819,260,3
6819,261,1
6819,262,5
6819,263,5
6819,264,5
6819,265,4
6819,266,5
6819,267,5
6819,268,5
6819,269,5
6819,270,5
4942,271,2
4942,159,5
4942,272,5
4942,273,5
4942,274,5
4942,275,2
3705,276,5
3705,277,5
3705,278,5
3705,279,5
3705,280,3
3705,281,5
3705,282,4
3705,283,5
3705,284,4
3705,285,5
3705,286,5
3705,22,1
3705,287,5
3705,288,2
3705,289,5
3705,290,4
3705,291,5
3705,292,5
3705,293,5
3705,294,4
3705,295,5
3705,296,5
3705,297,3
3705,298,3
3705,299,5
3705,300,5
3705,301,3
3705,302,5
3705,303,3
3705,304,1
3705,305,5
3705,306,4
3705,307,5
3705,308,5
3705,309,5
3705,310,5
3705,311,1
3705,312,3
3705,313,5
3705,314,3
3705,315,4
3705,316,5
3705,21,1
3705,30,3
3705,317,2
3705,318,5
3705,319,5
3705,320,4
3705,321,5
3705,322,5
3705,323,5
3705,324,2
3705,325,5
3705,326,5
3705,327,5
3705,328,5
3705,329,4
3705,330,5
3705,331,3
3705,332,5
3705,333,5
3705,334,5
3705,335,5
3705,336,4
3705,337,5
3705,338,5
3705,339,4
3705,340,5
3705,341,5
3705,342,5
3705,343,2
3705,344,2
7227,345,5
7227,346,4
7227,347,2
7227,159,2
7227,348,5
7227,349,5
7227,350,2
7227,351,4
5383,352,4
5383,353,2
5383,159,5
5383,354,5
5383,355,5
5383,356,4
5383,357,5
5383,358,5
6264,359,5
6264,360,4
6264,361,4
6264,362,5
6264,363,3
6264,364,5
6264,365,4
6264,366,5
6264,367,3
6264,368,4
8916,369,5
8916,370,5
8916,371,5
8916,372,5
8916,373,5
8916,374,5
8916,375,5
8916,240,5
8916,376,3
8916,377,5
8916,378,5
8916,379,5
3776,380,5
3776,381,1
3776,382,5
3776,383,5
3776,384,2
3776,385,2
3776,386,3
3776,387,5
3776,388,5
5600,58,5
5600,389,5
5600,390,5
5600,391,5
5600,392,5
5600,393,4
5600,394,4
5600,395,5
5600,396,4
5600,237,5
5600,397,5
5600,398,5
5600,399,5
5600,400,5
5600,401,5
5600,402,5
5600,403,5
5600,404,5
5600,405,5
5600,259,5
5600,406,5
5600,407,5
5600,408,3
5600,409,5
5600,410,5
5600,411,5
5600,23,5
5600,412,4
5600,413,5
5600,414,5
5600,415,5
5600,416,5
5600,417,5
5600,332,5
5600,418,5
5600,419,3
5600,420,5
5600,421,5
5600,422,5
5600,423,1
5600,424,5
5600,220,5
5600,425,5
